bibliographical.reference,coder,nrow,doi,nb.found,author1,year,journal,pub.type,data.site,stimuli.site,exp.condition,native.language,infant.type,min.age.days,mean.age.days,mean.age.Notes,max.age.days,nb.included,nb.excluded.total,fussers,non.criterion,exclusion.Criteria,same.infant.no,same.infant,nativeness,contrast_pseudoIPA,contrast_sampa,sampa_comments,counterbalanced,backness,height,nasality,roundness,tenseness,length,stimuli.notes,F1.1,F2.1,F1.2,F2.2,duration.word.1,duration.word.2,duration.vowel.1,duration.vowel.2,frequency.1,frequency.2,frequency.source,method,design,method.notes,results.extra,t,F,df,HAS.experimental,HAS.experimental.SD,HAS.control.nb,HAS.control,HAS.control.SD,CF.corr.same.switch,CF.difference,CF.same.SD,CF.switch.SD,CHT.pc,CHT.pc.SD,CHT.dprime,CHT.dprime.SD,CHT.Aprime,CHT.Aprime.SD,NIRS.DIFF,NIRS.DIFF.SD,NIRS.LI,NIRS.LI.SD,ERP.MMR.peakamplitude,ERP.MMR.peakamplitude.SD,MSDapprox,notes,specdif,tdif.count,tdif.dir,dur,featdif,attrition,fodif.count,fodif.dir,EffectSize,Formulas.used,ES.SE,ES.w,ES.type,CF.pooled,HAS.pooled
"Benders, T. (submitted). Learning phonemes from multiple auditory cues: Dutch infants' language input and perception.",st,172,NA,33,Benders,submitted,submitted,ms,NA,NA,E1,Dutch,standard,314.3,350,mean,385.7,18,14.5,1.5,11.5,"fussiness, bilingual, premature, criterion",149,yes,nonnative,s?k-s?:k/sak-sa:k,s?k-s?:k/sak-sa:k,not_looked_up,NA,0,0,0,0,0,1,"comments_F: quality equal for s1 and s2, either formants of long or short vowel. Coded first; F1/F2/F3.1: 1001/1354; F1/F2/F3.2: 1001/1354; min.f0: NA; average.f0: NA; max.f0: NA; range.f0: NA; pitch.contour: NA; other: NA; voice: female/synth; IDS: NA; naturalness: synthetic; ISI: NA; SOA: NA; ambient.noise: NA; snr: NA; differ.in: ",1001,1354,1001,1354,150,300,NA,NA,NA,NA,NA,CF-SA,other,fam.length:NA;habituation.criterion:NA;proportion.same.change:1;max.trial.duration:10;nb.tokens.trial:8;visual.stim:checkerboard;size.in:17;dist.from.child.in:60;side.degrees:NA;CF.longest.first:NA;CF.window.size:NA;CF.min.hab:NA;CF.max.hab:NA;CF.contrast:NA;CF.ntest:NA;CF.testDetails:NA;CHT.responsetimeout:NA;CHT.criterion:NA;CHT.criterionByChance:NA;CHT.maximum.trials:NA;CHT.Max.nb.visits:NA;,proportion.infants.passed: NA; partial.eta.squared: NA; d: NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.9463512,0.3513713,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,NA,0,NA,NA,NA,1,0.4461538462,NA,NA,-0.1454133996,"L&W 3.21 for ES, then unbiased ES from 3.22, 3.15 for SE with a correlation of zero, 3.24 for weight",0.3342132161,8.952673801,2,NA,NA
"Mazuka, R., Hasegawa, M., & Tsuji, S. (2013). Development of non-native vowel discrimination: Improvement without exposure. Developmental Psychobiology, 56(2),192-209. ",st,180,10.1002/dev.21193,36,Mazuka,under review,under review,ms,NA,NA,E1,Japanese,standard,125.6346,141.1488,mean,154.2294,27,14,11,NA,"fussiness, eq error, exp error, parental interference, infant behavior",155,no,unusual,bi:k-be:k,bi:k-be:k,German,0,0,1,0,0,0,0,comments_F: mean over 10 tokens; F1/F2/F3.1: F1 270/F2 2620; F1/F2/F3.2: F1 360/F2 2550; min.f0: NA; average.f0: 224.5; max.f0: NA; range.f0: NA; pitch.contour: flat; other: NA; voice: female; IDS: yes; naturalness: natural; ISI: 1500; SOA: NA; ambient.noise: NA; snr: NA; differ.in: ,270,2620,360,2550,655,625,NA,NA,NA,NA,NA,CF-HAB,within,fam.length:NA;habituation.criterion:35;proportion.same.change:0.5;max.trial.duration:15000;nb.tokens.trial:10;visual.stim:red & black checkerboard;size.in:19;dist.from.child.in:NA;side.degrees:NA;CF.longest.first:first;CF.window.size:4;CF.min.hab:NA;CF.max.hab:28;CF.contrast:same-switch;CF.ntest:2;CF.testDetails:counterbalanced for order of same-switch;CHT.responsetimeout:NA;CHT.criterion:NA;CHT.criterionByChance:NA;CHT.maximum.trials:NA;CHT.Max.nb.visits:NA;,proportion.infants.passed: NA; partial.eta.squared: NA; d: NA,NA,NA,NA,NA,NA,NA,NA,NA,0.57,0.4,2.78,2.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,NA,0.9313025253,NA,NA,NA,1,0.3414634146,NA,NA,0.138772871,"L&W formula below 3.16 for pooled SD, 3.14 for ES, 3.22 to unbias USING 2*N, 3.15 for SE, 3.16 for weight",0.179467211,31.04772426,2,2.840633732,NA
"Mazuka, R., Hasegawa, M., & Tsuji, S. (2013). Development of non-native vowel discrimination: Improvement without exposure. Developmental Psychobiology, 56(2),192-209. ",st,180,10.1002/dev.21193,36,Mazuka,under review,under review,ms,NA,NA,E1,Japanese,standard,125.6346,141.1488,mean,154.2294,27,14,11,NA,"fussiness, eq error, exp error, parental interference, infant behavior",155,no,unusual,be:k-bi:k,be:k-bi:k,German,0,0,1,0,0,0,0,comments_F: mean over 10 tokens; F1/F2/F3.1: F1 270/F2 2620; F1/F2/F3.2: F1 360/F2 2550; min.f0: NA; average.f0: 224.5; max.f0: NA; range.f0: NA; pitch.contour: flat; other: NA; voice: female; IDS: yes; naturalness: natural; ISI: 1500; SOA: NA; ambient.noise: NA; snr: NA; differ.in: ,270,2620,360,2550,655,625,NA,NA,NA,NA,NA,CF-HAB,within,fam.length:NA;habituation.criterion:35;proportion.same.change:0.5;max.trial.duration:15000;nb.tokens.trial:10;visual.stim:red & black checkerboard;size.in:19;dist.from.child.in:NA;side.degrees:NA;CF.longest.first:first;CF.window.size:4;CF.min.hab:NA;CF.max.hab:28;CF.contrast:same-switch;CF.ntest:2;CF.testDetails:counterbalanced for order of same-switch;CHT.responsetimeout:NA;CHT.criterion:NA;CHT.criterionByChance:NA;CHT.maximum.trials:NA;CHT.Max.nb.visits:NA;,proportion.infants.passed: NA; partial.eta.squared: NA; d: NA,NA,NA,NA,NA,NA,NA,NA,NA,0.46,0.22,2.92,3.09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,NA,0.9313025253,NA,NA,NA,1,0.3414634146,NA,NA,0.07212143421,"L&W formula below 3.16 for pooled SD, 3.14 for ES, 3.22 to unbias USING 2*N, 3.15 for SE, 3.16 for weight",0.2002406654,24.93994206,2,3.006201923,NA
"Mazuka, R., Hasegawa, M., & Tsuji, S. (2013). Development of non-native vowel discrimination: Improvement without exposure. Developmental Psychobiology, 56(2),192-209. ",st,182,10.1002/dev.21193,36,Mazuka,under review,under review,ms,NA,NA,E1,Japanese,standard,294.1614,309.9798,mean,322.452,28,16,8,NA,"fussiness, eq error, exp error, parental interference, infant behavior",156,no,unusual,bi:k-be:k,bi:k-be:k,German,0,0,1,0,0,0,0,comments_F: mean over 10 tokens; F1/F2/F3.1: F1 270/F2 2620; F1/F2/F3.2: F1 360/F2 2550; min.f0: NA; average.f0: 224.5; max.f0: NA; range.f0: NA; pitch.contour: flat; other: NA; voice: female; IDS: yes; naturalness: natural; ISI: 1500; SOA: NA; ambient.noise: NA; snr: NA; differ.in: ,270,2620,360,2550,655,625,NA,NA,NA,NA,NA,CF-HAB,within,fam.length:NA;habituation.criterion:35;proportion.same.change:0.5;max.trial.duration:15000;nb.tokens.trial:10;visual.stim:red & black checkerboard;size.in:19;dist.from.child.in:NA;side.degrees:NA;CF.longest.first:first;CF.window.size:4;CF.min.hab:NA;CF.max.hab:28;CF.contrast:same-switch;CF.ntest:2;CF.testDetails:counterbalanced for order of same-switch;CHT.responsetimeout:NA;CHT.criterion:NA;CHT.criterionByChance:NA;CHT.maximum.trials:NA;CHT.Max.nb.visits:NA;,proportion.infants.passed: NA; partial.eta.squared: NA; d: NA,NA,NA,NA,NA,NA,NA,NA,NA,0.49,2.1,3.18,3.28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,NA,0.9313025253,NA,NA,NA,1,0.3636363636,NA,NA,0.6410060749,"L&W formula below 3.16 for pooled SD, 3.14 for ES, 3.22 to unbias USING 2*N, 3.15 for SE, 3.16 for weight",0.2092029427,22.84885396,2,3.230386974,NA
"Mazuka, R., Hasegawa, M., & Tsuji, S. (2013). Development of non-native vowel discrimination: Improvement without exposure. Developmental Psychobiology, 56(2),192-209. ",st,182,10.1002/dev.21193,36,Mazuka,under review,under review,ms,NA,NA,E1,Japanese,standard,294.1614,309.9798,mean,322.452,28,16,8,NA,"fussiness, eq error, exp error, parental interference, infant behavior",156,no,unusual,be:k-bi:k,be:k-bi:k,German,0,0,1,0,0,0,0,comments_F: mean over 10 tokens; F1/F2/F3.1: F1 270/F2 2620; F1/F2/F3.2: F1 360/F2 2550; min.f0: NA; average.f0: 224.5; max.f0: NA; range.f0: NA; pitch.contour: flat; other: NA; voice: female; IDS: yes; naturalness: natural; ISI: 1500; SOA: NA; ambient.noise: NA; snr: NA; differ.in: ,270,2620,360,2550,655,625,NA,NA,NA,NA,NA,CF-HAB,within,fam.length:NA;habituation.criterion:35;proportion.same.change:0.5;max.trial.duration:15000;nb.tokens.trial:10;visual.stim:red & black checkerboard;size.in:19;dist.from.child.in:NA;side.degrees:NA;CF.longest.first:first;CF.window.size:4;CF.min.hab:NA;CF.max.hab:28;CF.contrast:same-switch;CF.ntest:2;CF.testDetails:counterbalanced for order of same-switch;CHT.responsetimeout:NA;CHT.criterion:NA;CHT.criterionByChance:NA;CHT.maximum.trials:NA;CHT.Max.nb.visits:NA;,proportion.infants.passed: NA; partial.eta.squared: NA; d: NA,NA,NA,NA,NA,NA,NA,NA,NA,0.12,1.16,2.89,2.76,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,NA,0.9313025253,NA,NA,NA,1,0.3636363636,NA,NA,0.4047827618,"L&W formula below 3.16 for pooled SD, 3.14 for ES, 3.22 to unbias USING 2*N, 3.15 for SE, 3.16 for weight",0.2564820059,15.20149135,2,2.825747689,NA
"Mazuka, R., Hasegawa, M., & Tsuji, S. (2013). Development of non-native vowel discrimination: Improvement without exposure. Developmental Psychobiology, 56(2),192-209. ",st,184,10.1002/dev.21193,36,Mazuka,under review,under review,ms,NA,NA,E2,Japanese,standard,125.6346,143.2782,mean,154.2294,28,22,16,NA,"fussiness, eq error, exp error, parental interference, infant behavior",157,no,nonnative,bu:k-bo:k,bu:k-bo:k,German,0,0,1,0,0,0,0,comments_F: mean over 10 tokens; F1/F2/F3.1: F1 390/F2 720; F1/F2/F3.2: F1 470/F2 750; min.f0: NA; average.f0: 245; max.f0: NA; range.f0: NA; pitch.contour: flat; other: NA; voice: female; IDS: yes; naturalness: natural; ISI: 1500; SOA: NA; ambient.noise: NA; snr: NA; differ.in: ,390,720,470,750,660,630,NA,NA,NA,NA,NA,CF-HAB,within,fam.length:NA;habituation.criterion:35;proportion.same.change:0.5;max.trial.duration:15000;nb.tokens.trial:10;visual.stim:red & black checkerboard;size.in:19;dist.from.child.in:NA;side.degrees:NA;CF.longest.first:first;CF.window.size:4;CF.min.hab:NA;CF.max.hab:28;CF.contrast:same-switch;CF.ntest:2;CF.testDetails:counterbalanced for order of same-switch;CHT.responsetimeout:NA;CHT.criterion:NA;CHT.criterionByChance:NA;CHT.maximum.trials:NA;CHT.Max.nb.visits:NA;,proportion.infants.passed: NA; partial.eta.squared: NA; d: NA,NA,NA,NA,NA,NA,NA,NA,NA,0.34,0.18,1.4,1.92,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,NA,0.7674866719,NA,NA,NA,1,0.44,NA,NA,0.1056328709,"L&W formula below 3.16 for pooled SD, 3.14 for ES, 3.22 to unbias USING 2*N, 3.15 for SE, 3.16 for weight",0.2175824271,21.12284277,2,1.680238078,NA
"Mazuka, R., Hasegawa, M., & Tsuji, S. (2013). Development of non-native vowel discrimination: Improvement without exposure. Developmental Psychobiology, 56(2),192-209. ",st,184,10.1002/dev.21193,36,Mazuka,under review,under review,ms,NA,NA,E2,Japanese,standard,125.6346,143.2782,mean,154.2294,28,22,16,NA,"fussiness, eq error, exp error, parental interference, infant behavior",157,no,nonnative,bo:k-bu:k,bo:k-bu:k,German,0,0,1,0,0,0,0,comments_F: mean over 10 tokens; F1/F2/F3.1: F1 390/F2 720; F1/F2/F3.2: F1 470/F2 750; min.f0: NA; average.f0: 245; max.f0: NA; range.f0: NA; pitch.contour: flat; other: NA; voice: female; IDS: yes; naturalness: natural; ISI: 1500; SOA: NA; ambient.noise: NA; snr: NA; differ.in: ,390,720,470,750,660,630,NA,NA,NA,NA,NA,CF-HAB,within,fam.length:NA;habituation.criterion:35;proportion.same.change:0.5;max.trial.duration:15000;nb.tokens.trial:10;visual.stim:red & black checkerboard;size.in:19;dist.from.child.in:NA;side.degrees:NA;CF.longest.first:first;CF.window.size:4;CF.min.hab:NA;CF.max.hab:28;CF.contrast:same-switch;CF.ntest:2;CF.testDetails:counterbalanced for order of same-switch;CHT.responsetimeout:NA;CHT.criterion:NA;CHT.criterionByChance:NA;CHT.maximum.trials:NA;CHT.Max.nb.visits:NA;,proportion.infants.passed: NA; partial.eta.squared: NA; d: NA,NA,NA,NA,NA,NA,NA,NA,NA,0.59,1.33,2.28,2.68,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,NA,0.7674866719,NA,NA,NA,1,0.44,NA,NA,0.5270959579,"L&W formula below 3.16 for pooled SD, 3.14 for ES, 3.22 to unbias USING 2*N, 3.15 for SE, 3.16 for weight",0.1850593606,29.19966611,2,2.488051446,NA
"Mazuka, R., Hasegawa, M., & Tsuji, S. (2013). Development of non-native vowel discrimination: Improvement without exposure. Developmental Psychobiology, 56(2),192-209. ",st,186,10.1002/dev.21193,36,Mazuka,under review,under review,ms,NA,NA,E2,Japanese,standard,294.1614,312.4134,mean,324.5814,28,20,13,NA,"fussiness, eq error, exp error, parental interference, infant behavior",158,no,nonnative,bu:k-bo:k,bu:k-bo:k,German,0,0,1,0,0,0,0,comments_F: mean over 10 tokens; F1/F2/F3.1: F1 390/F2 720; F1/F2/F3.2: F1 470/F2 750; min.f0: NA; average.f0: 245; max.f0: NA; range.f0: NA; pitch.contour: flat; other: NA; voice: female; IDS: yes; naturalness: natural; ISI: 1500; SOA: NA; ambient.noise: NA; snr: NA; differ.in: ,390,720,470,750,660,630,NA,NA,NA,NA,NA,CF-HAB,within,fam.length:NA;habituation.criterion:35;proportion.same.change:0.5;max.trial.duration:15000;nb.tokens.trial:10;visual.stim:red & black checkerboard;size.in:19;dist.from.child.in:NA;side.degrees:NA;CF.longest.first:first;CF.window.size:4;CF.min.hab:NA;CF.max.hab:28;CF.contrast:same-switch;CF.ntest:2;CF.testDetails:counterbalanced for order of same-switch;CHT.responsetimeout:NA;CHT.criterion:NA;CHT.criterionByChance:NA;CHT.maximum.trials:NA;CHT.Max.nb.visits:NA;,proportion.infants.passed: NA; partial.eta.squared: NA; d: NA,NA,NA,NA,NA,NA,NA,NA,NA,0.22,-0.14,3.13,2.85,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,NA,0.7674866719,NA,NA,NA,1,0.4166666667,NA,NA,-0.04611887476,"L&W formula below 3.16 for pooled SD, 3.14 for ES, 3.22 to unbias USING 2*N, 3.15 for SE, 3.16 for weight",0.2361191796,17.93649038,2,2.993275798,NA
"Mazuka, R., Hasegawa, M., & Tsuji, S. (2013). Development of non-native vowel discrimination: Improvement without exposure. Developmental Psychobiology, 56(2),192-209. ",st,186,10.1002/dev.21193,36,Mazuka,under review,under review,ms,NA,NA,E2,Japanese,standard,294.1614,312.4134,mean,324.5814,28,20,13,NA,"fussiness, eq error, exp error, parental interference, infant behavior",158,no,nonnative,bo:k-bu:k,bo:k-bu:k,German,0,0,1,0,0,0,0,comments_F: mean over 10 tokens; F1/F2/F3.1: F1 390/F2 720; F1/F2/F3.2: F1 470/F2 750; min.f0: NA; average.f0: 245; max.f0: NA; range.f0: NA; pitch.contour: flat; other: NA; voice: female; IDS: yes; naturalness: natural; ISI: 1500; SOA: NA; ambient.noise: NA; snr: NA; differ.in: ,390,720,470,750,660,630,NA,NA,NA,NA,NA,CF-HAB,within,fam.length:NA;habituation.criterion:35;proportion.same.change:0.5;max.trial.duration:15000;nb.tokens.trial:10;visual.stim:red & black checkerboard;size.in:19;dist.from.child.in:NA;side.degrees:NA;CF.longest.first:first;CF.window.size:4;CF.min.hab:NA;CF.max.hab:28;CF.contrast:same-switch;CF.ntest:2;CF.testDetails:counterbalanced for order of same-switch;CHT.responsetimeout:NA;CHT.criterion:NA;CHT.criterionByChance:NA;CHT.maximum.trials:NA;CHT.Max.nb.visits:NA;,proportion.infants.passed: NA; partial.eta.squared: NA; d: NA,NA,NA,NA,NA,NA,NA,NA,NA,0.6,1,3.1,3.94,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,NA,0.7674866719,NA,NA,NA,1,0.4166666667,NA,NA,0.2781538332,"L&W formula below 3.16 for pooled SD, 3.14 for ES, 3.22 to unbias USING 2*N, 3.15 for SE, 3.16 for weight",0.1730694305,33.38560655,2,3.544968265,NA
"Mazuka, R., Hasegawa, M., & Tsuji, S. (2013). Development of non-native vowel discrimination: Improvement without exposure. Developmental Psychobiology, 56(2),192-209. ",st,188,10.1002/dev.21193,36,Mazuka,under review,under review,ms,NA,NA,E3,Japanese,standard,123.8094,139.3236,mean,154.2294,28,18,14,NA,"fussiness, eq error, exp error, parental interference, infant behavior",159,no,nonnative,bu:k-by:k,bu:k-by:k,German,0,2,0,0,0,0,0,comments_F: mean over 10 tokens; F1/F2/F3.1: F1 390/F2 720; F1/F2/F3.2: F1 350/F2 1870; min.f0: NA; average.f0: 244.5; max.f0: NA; range.f0: NA; pitch.contour: flat; other: NA; voice: female; IDS: yes; naturalness: natural; ISI: 1500; SOA: NA; ambient.noise: NA; snr: NA; differ.in: ,390,720,350,1870,660,656,NA,NA,NA,NA,NA,CF-HAB,within,fam.length:NA;habituation.criterion:35;proportion.same.change:0.5;max.trial.duration:15000;nb.tokens.trial:10;visual.stim:red & black checkerboard;size.in:19;dist.from.child.in:NA;side.degrees:NA;CF.longest.first:first;CF.window.size:4;CF.min.hab:NA;CF.max.hab:28;CF.contrast:same-switch;CF.ntest:2;CF.testDetails:counterbalanced for order of same-switch;CHT.responsetimeout:NA;CHT.criterion:NA;CHT.criterionByChance:NA;CHT.maximum.trials:NA;CHT.Max.nb.visits:NA;,proportion.infants.passed: NA; partial.eta.squared: NA; d: NA,NA,NA,NA,NA,NA,NA,NA,NA,0.35,1.43,2.14,2.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,NA,5.900032347,NA,NA,NA,2,0.3913043478,NA,NA,0.5921743182,"L&W formula below 3.16 for pooled SD, 3.14 for ES, 3.22 to unbias USING 2*N, 3.15 for SE, 3.16 for weight",0.2295442077,18.9787377,2,2.381134184,NA
"Mazuka, R., Hasegawa, M., & Tsuji, S. (2013). Development of non-native vowel discrimination: Improvement without exposure. Developmental Psychobiology, 56(2),192-209. ",st,188,10.1002/dev.21193,36,Mazuka,under review,under review,ms,NA,NA,E3,Japanese,standard,123.8094,139.3236,mean,154.2294,28,18,14,NA,"fussiness, eq error, exp error, parental interference, infant behavior",159,no,nonnative,by:k-bu:k,by:k-bu:k,German,0,2,0,0,0,0,0,comments_F: mean over 10 tokens; F1/F2/F3.1: F1 390/F2 720; F1/F2/F3.2: F1 350/F2 1870; min.f0: NA; average.f0: 244.5; max.f0: NA; range.f0: NA; pitch.contour: flat; other: NA; voice: female; IDS: yes; naturalness: natural; ISI: 1500; SOA: NA; ambient.noise: NA; snr: NA; differ.in: ,390,720,350,1870,660,656,NA,NA,NA,NA,NA,CF-HAB,within,fam.length:NA;habituation.criterion:35;proportion.same.change:0.5;max.trial.duration:15000;nb.tokens.trial:10;visual.stim:red & black checkerboard;size.in:19;dist.from.child.in:NA;side.degrees:NA;CF.longest.first:first;CF.window.size:4;CF.min.hab:NA;CF.max.hab:28;CF.contrast:same-switch;CF.ntest:2;CF.testDetails:counterbalanced for order of same-switch;CHT.responsetimeout:NA;CHT.criterion:NA;CHT.criterionByChance:NA;CHT.maximum.trials:NA;CHT.Max.nb.visits:NA;,proportion.infants.passed: NA; partial.eta.squared: NA; d: NA,NA,NA,NA,NA,NA,NA,NA,NA,0.55,0.74,1.93,2.98,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,NA,5.900032347,NA,NA,NA,2,0.3913043478,NA,NA,0.2906481249,"L&W formula below 3.16 for pooled SD, 3.14 for ES, 3.22 to unbias USING 2*N, 3.15 for SE, 3.16 for weight",0.1834430786,29.71647828,2,2.510507917,NA
"Mazuka, R., Hasegawa, M., & Tsuji, S. (2013). Development of non-native vowel discrimination: Improvement without exposure. Developmental Psychobiology, 56(2),192-209. ",st,190,10.1002/dev.21193,36,Mazuka,under review,under review,ms,NA,NA,E3,Japanese,standard,294.1614,304.2,mean,321.5394,30,13,7,NA,"fussiness, eq error, exp error, parental interference, infant behavior",160,no,nonnative,bu:k-by:k,bu:k-by:k,German,0,2,0,0,0,0,0,comments_F: mean over 10 tokens; F1/F2/F3.1: F1 390/F2 720; F1/F2/F3.2: F1 350/F2 1870; min.f0: NA; average.f0: 244.5; max.f0: NA; range.f0: NA; pitch.contour: flat; other: NA; voice: female; IDS: yes; naturalness: natural; ISI: 1500; SOA: NA; ambient.noise: NA; snr: NA; differ.in: ,390,720,350,1870,660,656,NA,NA,NA,NA,NA,CF-HAB,within,fam.length:NA;habituation.criterion:35;proportion.same.change:0.5;max.trial.duration:15000;nb.tokens.trial:10;visual.stim:red & black checkerboard;size.in:19;dist.from.child.in:NA;side.degrees:NA;CF.longest.first:first;CF.window.size:4;CF.min.hab:NA;CF.max.hab:28;CF.contrast:same-switch;CF.ntest:2;CF.testDetails:counterbalanced for order of same-switch;CHT.responsetimeout:NA;CHT.criterion:NA;CHT.criterionByChance:NA;CHT.maximum.trials:NA;CHT.Max.nb.visits:NA;,proportion.infants.passed: NA; partial.eta.squared: NA; d: NA,NA,NA,NA,NA,NA,NA,NA,NA,0.62,0.76,2.88,3.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,NA,5.900032347,NA,NA,NA,2,0.3023255814,NA,NA,0.2243601208,"L&W formula below 3.16 for pooled SD, 3.14 for ES, 3.22 to unbias USING 2*N, 3.15 for SE, 3.16 for weight",0.1617785247,38.20834781,2,3.343418909,NA
"Mazuka, R., Hasegawa, M., & Tsuji, S. (2013). Development of non-native vowel discrimination: Improvement without exposure. Developmental Psychobiology, 56(2),192-209. ",st,190,10.1002/dev.21193,36,Mazuka,under review,under review,ms,NA,NA,E3,Japanese,standard,294.1614,304.2,mean,321.5394,30,13,7,NA,"fussiness, eq error, exp error, parental interference, infant behavior",160,no,nonnative,by:k-bu:k,by:k-bu:k,German,0,2,0,0,0,0,0,comments_F: mean over 10 tokens; F1/F2/F3.1: F1 390/F2 720; F1/F2/F3.2: F1 350/F2 1870; min.f0: NA; average.f0: 244.5; max.f0: NA; range.f0: NA; pitch.contour: flat; other: NA; voice: female; IDS: yes; naturalness: natural; ISI: 1500; SOA: NA; ambient.noise: NA; snr: NA; differ.in: ,390,720,350,1870,660,656,NA,NA,NA,NA,NA,CF-HAB,within,fam.length:NA;habituation.criterion:35;proportion.same.change:0.5;max.trial.duration:15000;nb.tokens.trial:10;visual.stim:red & black checkerboard;size.in:19;dist.from.child.in:NA;side.degrees:NA;CF.longest.first:first;CF.window.size:4;CF.min.hab:NA;CF.max.hab:28;CF.contrast:same-switch;CF.ntest:2;CF.testDetails:counterbalanced for order of same-switch;CHT.responsetimeout:NA;CHT.criterion:NA;CHT.criterionByChance:NA;CHT.maximum.trials:NA;CHT.Max.nb.visits:NA;,proportion.infants.passed: NA; partial.eta.squared: NA; d: NA,NA,NA,NA,NA,NA,NA,NA,NA,0.43,0.55,3.92,3.37,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,NA,5.900032347,NA,NA,NA,2,0.3023255814,NA,NA,0.148509936,"L&W formula below 3.16 for pooled SD, 3.14 for ES, 3.22 to unbias USING 2*N, 3.15 for SE, 3.16 for weight",0.1958764577,26.06366692,2,3.655359079,NA
Liu & Kager (in preparation) Infants’ perceptual development towards a native vowel contrast,st,215,NA,42,Liu,in preparation,NA,ms,NA,NA,only,Dutch,monolingual,NA,176.7,mean,NA,50,NA,NA,NA,NA,174,no,native,i-I,i-I,not_looked_up,0,0,0,0,0,1,0,comments_F: NA; F1/F2/F3.1: NA; F1/F2/F3.2: NA; min.f0: NA; average.f0: NA; max.f0: NA; range.f1: NA; pitch.contour: NA; other: NA; voice: ; IDS: ; naturalness: ; ISI: ; SOA: ; ambient.noise: ; snr: ; differ.in:,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,CF-SA,within,NA,proportion.infants.passed: NA; partial.eta.squared: NA; d: NA,NA,NA,NA,NA,NA,NA,NA,NA,0.389002466,-0.50648,3.280529734,3.563228081,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,2,NA,NA
