"unique_ID","long_cite","short_cite","contributor","study_num","condition","response_mode","procedure","method","dependent_measure","between_participant","same_infant","native_lang","infant_type","group_name_1","group_name_2","n_1","n_2","mean_age_1","mean_age_2","x_1","x_2","x_dif","SD_1","SD_2","t","F","d","d_var","corr","age_range_1","age_range_2","n_excluded_1","n_excluded_2","gender_1","gender_2","num_trials","mean_vocab","dependent_measure_2","dependent_measure_2_x_diff","dependent_measure_2_SD_1","dependent_measure_2_SD_2","n_excluded_fussers","n_excluded_non_criterion","exclusion_criteria","nativeness","contrast_pseudoIPA","contrast_sampa","sampa_comments","counterbalanced","backness","height","nasality","roundness","tenseness","length","stimuli_notes","F1_1","F2_1","F1_2","F2_2","duration_word_1","duration_word_2","duration_vowel_1","duration_vowel_2","frequency_1","frequency_2","frequency_source","object_type","object_no","object_motion_word_coordination","object_motion","method_notes","results_extra","MSDapprox","general_notes","same_infant_number","dataset","response_mode_procedure","mean_age","n"
"Benderssubmitted","Benders, T. (submitted). Learning phonemes from multiple auditory cues: Dutch infants' language input and perception.","Benders (submitted)","st","E1",NA,"eye-tracking","test only","stimulus alternation","lookingTime",0,"yes","Dutch","standard",NA,NA,18,NA,350,NA,0.9463512,NA,NA,0.3513713,NA,NA,NA,-0.1454133996,0.3342132161,NA,71.4,NA,14.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.5,11.5,"fussiness, bilingual, premature, criterion","nonnative","sÉk-sÉ:k/sak-sa:k","sÉk-sÉ:k/sak-sa:k","not_looked_up",NA,0,0,0,0,0,1,"comments_F: quality equal for s1 and s2, either formants of long or short vowel. Coded first; F1/F2/F3.1: 1001/1354; F1/F2/F3.2: 1001/1354; min.f0: NA; average.f0: NA; max.f0: NA; range.f0: NA; pitch.contour: NA; other: NA; voice: female/synth; IDS: NA; naturalness: synthetic; ISI: NA; SOA: NA; ambient.noise: NA; snr: NA; differ.in: ",1001,1354,1001,1354,150,300,NA,NA,NA,NA,NA,"",0,"","","fam.length:NA;habituation.criterion:NA;proportion.same.change:1;max.trial.duration:10;nb.tokens.trial:8;visual.stim:checkerboard;size.in:17;dist.from.child.in:60;side.degrees:NA;CF.longest.first:NA;CF.window.size:NA;CF.min.hab:NA;CF.max.hab:NA;CF.contrast:NA;CF.ntest:NA;CF.testDetails:NA;CHT.responsetimeout:NA;CHT.criterion:NA;CHT.criterionByChance:NA;CHT.maximum.trials:NA;CHT.Max.nb.visits:NA;","proportion.infants.passed: NA; partial.eta.squared: NA; d: NA","no",NA,149,"Phonemic discrimination","eye-tracking: test only",350,18
"Mazuka2013","Mazuka, R., Hasegawa, M., & Tsuji, S. (2013). Development of non-native vowel discrimination: Improvement without exposure. Developmental Psychobiology, 56(2), 192-209.","Mazuka, Hasegawa, & Tsuji (2013)","st","E1",NA,"eye-tracking","habituation","central fixation","lookingTime",0,"no","Japanese","standard",NA,NA,27,NA,141.1488,NA,NA,NA,0.4,2.78,2.9,NA,NA,0.138772871,0.179467211,0.57,28.5948,NA,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,NA,"fussiness, eq error, exp error, parental interference, infant behavior","unusual","bi:k-be:k","bi:k-be:k","German",0,0,1,0,0,0,0,"comments_F: mean over 10 tokens; F1/F2/F3.1: F1 270/F2 2620; F1/F2/F3.2: F1 360/F2 2550; min.f0: NA; average.f0: 224.5; max.f0: NA; range.f0: NA; pitch.contour: flat; other: NA; voice: female; IDS: yes; naturalness: natural; ISI: 1500; SOA: NA; ambient.noise: NA; snr: NA; differ.in: ",270,2620,360,2550,655,625,NA,NA,NA,NA,NA,"",0,"","","fam.length:NA;habituation.criterion:35;proportion.same.change:0.5;max.trial.duration:15000;nb.tokens.trial:10;visual.stim:red & black checkerboard;size.in:19;dist.from.child.in:NA;side.degrees:NA;CF.longest.first:first;CF.window.size:4;CF.min.hab:NA;CF.max.hab:28;CF.contrast:same-switch;CF.ntest:2;CF.testDetails:counterbalanced for order of same-switch;CHT.responsetimeout:NA;CHT.criterion:NA;CHT.criterionByChance:NA;CHT.maximum.trials:NA;CHT.Max.nb.visits:NA;","proportion.infants.passed: NA; partial.eta.squared: NA; d: NA","no",NA,155,"Phonemic discrimination","eye-tracking: habituation",141.1488,27
"Mazuka2013","Mazuka, R., Hasegawa, M., & Tsuji, S. (2013). Development of non-native vowel discrimination: Improvement without exposure. Developmental Psychobiology, 56(2), 192-209.","Mazuka, Hasegawa, & Tsuji (2013)","st","E1",NA,"eye-tracking","habituation","central fixation","lookingTime",0,"no","Japanese","standard",NA,NA,27,NA,141.1488,NA,NA,NA,0.22,2.92,3.09,NA,NA,0.07212143421,0.2002406654,0.46,28.5948,NA,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,NA,"fussiness, eq error, exp error, parental interference, infant behavior","unusual","be:k-bi:k","be:k-bi:k","German",0,0,1,0,0,0,0,"comments_F: mean over 10 tokens; F1/F2/F3.1: F1 270/F2 2620; F1/F2/F3.2: F1 360/F2 2550; min.f0: NA; average.f0: 224.5; max.f0: NA; range.f0: NA; pitch.contour: flat; other: NA; voice: female; IDS: yes; naturalness: natural; ISI: 1500; SOA: NA; ambient.noise: NA; snr: NA; differ.in: ",270,2620,360,2550,655,625,NA,NA,NA,NA,NA,"",0,"","","fam.length:NA;habituation.criterion:35;proportion.same.change:0.5;max.trial.duration:15000;nb.tokens.trial:10;visual.stim:red & black checkerboard;size.in:19;dist.from.child.in:NA;side.degrees:NA;CF.longest.first:first;CF.window.size:4;CF.min.hab:NA;CF.max.hab:28;CF.contrast:same-switch;CF.ntest:2;CF.testDetails:counterbalanced for order of same-switch;CHT.responsetimeout:NA;CHT.criterion:NA;CHT.criterionByChance:NA;CHT.maximum.trials:NA;CHT.Max.nb.visits:NA;","proportion.infants.passed: NA; partial.eta.squared: NA; d: NA","no",NA,155,"Phonemic discrimination","eye-tracking: habituation",141.1488,27
"Mazuka2013","Mazuka, R., Hasegawa, M., & Tsuji, S. (2013). Development of non-native vowel discrimination: Improvement without exposure. Developmental Psychobiology, 56(2), 192-209.","Mazuka, Hasegawa, & Tsuji (2013)","st","E1",NA,"eye-tracking","habituation","central fixation","lookingTime",0,"no","Japanese","standard",NA,NA,28,NA,309.9798,NA,NA,NA,2.1,3.18,3.28,NA,NA,0.6410060749,0.2092029427,0.49,28.2906,NA,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,NA,"fussiness, eq error, exp error, parental interference, infant behavior","unusual","bi:k-be:k","bi:k-be:k","German",0,0,1,0,0,0,0,"comments_F: mean over 10 tokens; F1/F2/F3.1: F1 270/F2 2620; F1/F2/F3.2: F1 360/F2 2550; min.f0: NA; average.f0: 224.5; max.f0: NA; range.f0: NA; pitch.contour: flat; other: NA; voice: female; IDS: yes; naturalness: natural; ISI: 1500; SOA: NA; ambient.noise: NA; snr: NA; differ.in: ",270,2620,360,2550,655,625,NA,NA,NA,NA,NA,"",0,"","","fam.length:NA;habituation.criterion:35;proportion.same.change:0.5;max.trial.duration:15000;nb.tokens.trial:10;visual.stim:red & black checkerboard;size.in:19;dist.from.child.in:NA;side.degrees:NA;CF.longest.first:first;CF.window.size:4;CF.min.hab:NA;CF.max.hab:28;CF.contrast:same-switch;CF.ntest:2;CF.testDetails:counterbalanced for order of same-switch;CHT.responsetimeout:NA;CHT.criterion:NA;CHT.criterionByChance:NA;CHT.maximum.trials:NA;CHT.Max.nb.visits:NA;","proportion.infants.passed: NA; partial.eta.squared: NA; d: NA","no",NA,156,"Phonemic discrimination","eye-tracking: habituation",309.9798,28
"Mazuka2013","Mazuka, R., Hasegawa, M., & Tsuji, S. (2013). Development of non-native vowel discrimination: Improvement without exposure. Developmental Psychobiology, 56(2), 192-209.","Mazuka, Hasegawa, & Tsuji (2013)","st","E1",NA,"eye-tracking","habituation","central fixation","lookingTime",0,"no","Japanese","standard",NA,NA,28,NA,309.9798,NA,NA,NA,1.16,2.89,2.76,NA,NA,0.4047827618,0.2564820059,0.12,28.2906,NA,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,NA,"fussiness, eq error, exp error, parental interference, infant behavior","unusual","be:k-bi:k","be:k-bi:k","German",0,0,1,0,0,0,0,"comments_F: mean over 10 tokens; F1/F2/F3.1: F1 270/F2 2620; F1/F2/F3.2: F1 360/F2 2550; min.f0: NA; average.f0: 224.5; max.f0: NA; range.f0: NA; pitch.contour: flat; other: NA; voice: female; IDS: yes; naturalness: natural; ISI: 1500; SOA: NA; ambient.noise: NA; snr: NA; differ.in: ",270,2620,360,2550,655,625,NA,NA,NA,NA,NA,"",0,"","","fam.length:NA;habituation.criterion:35;proportion.same.change:0.5;max.trial.duration:15000;nb.tokens.trial:10;visual.stim:red & black checkerboard;size.in:19;dist.from.child.in:NA;side.degrees:NA;CF.longest.first:first;CF.window.size:4;CF.min.hab:NA;CF.max.hab:28;CF.contrast:same-switch;CF.ntest:2;CF.testDetails:counterbalanced for order of same-switch;CHT.responsetimeout:NA;CHT.criterion:NA;CHT.criterionByChance:NA;CHT.maximum.trials:NA;CHT.Max.nb.visits:NA;","proportion.infants.passed: NA; partial.eta.squared: NA; d: NA","no",NA,156,"Phonemic discrimination","eye-tracking: habituation",309.9798,28
"Mazuka2013","Mazuka, R., Hasegawa, M., & Tsuji, S. (2013). Development of non-native vowel discrimination: Improvement without exposure. Developmental Psychobiology, 56(2), 192-209.","Mazuka, Hasegawa, & Tsuji (2013)","st","E2",NA,"eye-tracking","habituation","central fixation","lookingTime",0,"no","Japanese","standard",NA,NA,28,NA,143.2782,NA,NA,NA,0.18,1.4,1.92,NA,NA,0.1056328709,0.2175824271,0.34,28.5948,NA,22,NA,NA,NA,NA,NA,NA,NA,NA,NA,16,NA,"fussiness, eq error, exp error, parental interference, infant behavior","nonnative","bu:k-bo:k","bu:k-bo:k","German",0,0,1,0,0,0,0,"comments_F: mean over 10 tokens; F1/F2/F3.1: F1 390/F2 720; F1/F2/F3.2: F1 470/F2 750; min.f0: NA; average.f0: 245; max.f0: NA; range.f0: NA; pitch.contour: flat; other: NA; voice: female; IDS: yes; naturalness: natural; ISI: 1500; SOA: NA; ambient.noise: NA; snr: NA; differ.in: ",390,720,470,750,660,630,NA,NA,NA,NA,NA,"",0,"","","fam.length:NA;habituation.criterion:35;proportion.same.change:0.5;max.trial.duration:15000;nb.tokens.trial:10;visual.stim:red & black checkerboard;size.in:19;dist.from.child.in:NA;side.degrees:NA;CF.longest.first:first;CF.window.size:4;CF.min.hab:NA;CF.max.hab:28;CF.contrast:same-switch;CF.ntest:2;CF.testDetails:counterbalanced for order of same-switch;CHT.responsetimeout:NA;CHT.criterion:NA;CHT.criterionByChance:NA;CHT.maximum.trials:NA;CHT.Max.nb.visits:NA;","proportion.infants.passed: NA; partial.eta.squared: NA; d: NA","no",NA,157,"Phonemic discrimination","eye-tracking: habituation",143.2782,28
"Mazuka2013","Mazuka, R., Hasegawa, M., & Tsuji, S. (2013). Development of non-native vowel discrimination: Improvement without exposure. Developmental Psychobiology, 56(2), 192-209.","Mazuka, Hasegawa, & Tsuji (2013)","st","E2",NA,"eye-tracking","habituation","central fixation","lookingTime",0,"no","Japanese","standard",NA,NA,28,NA,143.2782,NA,NA,NA,1.33,2.28,2.68,NA,NA,0.5270959579,0.1850593606,0.59,28.5948,NA,22,NA,NA,NA,NA,NA,NA,NA,NA,NA,16,NA,"fussiness, eq error, exp error, parental interference, infant behavior","nonnative","bo:k-bu:k","bo:k-bu:k","German",0,0,1,0,0,0,0,"comments_F: mean over 10 tokens; F1/F2/F3.1: F1 390/F2 720; F1/F2/F3.2: F1 470/F2 750; min.f0: NA; average.f0: 245; max.f0: NA; range.f0: NA; pitch.contour: flat; other: NA; voice: female; IDS: yes; naturalness: natural; ISI: 1500; SOA: NA; ambient.noise: NA; snr: NA; differ.in: ",390,720,470,750,660,630,NA,NA,NA,NA,NA,"",0,"","","fam.length:NA;habituation.criterion:35;proportion.same.change:0.5;max.trial.duration:15000;nb.tokens.trial:10;visual.stim:red & black checkerboard;size.in:19;dist.from.child.in:NA;side.degrees:NA;CF.longest.first:first;CF.window.size:4;CF.min.hab:NA;CF.max.hab:28;CF.contrast:same-switch;CF.ntest:2;CF.testDetails:counterbalanced for order of same-switch;CHT.responsetimeout:NA;CHT.criterion:NA;CHT.criterionByChance:NA;CHT.maximum.trials:NA;CHT.Max.nb.visits:NA;","proportion.infants.passed: NA; partial.eta.squared: NA; d: NA","no",NA,157,"Phonemic discrimination","eye-tracking: habituation",143.2782,28
"Mazuka2013","Mazuka, R., Hasegawa, M., & Tsuji, S. (2013). Development of non-native vowel discrimination: Improvement without exposure. Developmental Psychobiology, 56(2), 192-209.","Mazuka, Hasegawa, & Tsuji (2013)","st","E2",NA,"eye-tracking","habituation","central fixation","lookingTime",0,"no","Japanese","standard",NA,NA,28,NA,312.4134,NA,NA,NA,-0.14,3.13,2.85,NA,NA,-0.04611887476,0.2361191796,0.22,30.42,NA,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,13,NA,"fussiness, eq error, exp error, parental interference, infant behavior","nonnative","bu:k-bo:k","bu:k-bo:k","German",0,0,1,0,0,0,0,"comments_F: mean over 10 tokens; F1/F2/F3.1: F1 390/F2 720; F1/F2/F3.2: F1 470/F2 750; min.f0: NA; average.f0: 245; max.f0: NA; range.f0: NA; pitch.contour: flat; other: NA; voice: female; IDS: yes; naturalness: natural; ISI: 1500; SOA: NA; ambient.noise: NA; snr: NA; differ.in: ",390,720,470,750,660,630,NA,NA,NA,NA,NA,"",0,"","","fam.length:NA;habituation.criterion:35;proportion.same.change:0.5;max.trial.duration:15000;nb.tokens.trial:10;visual.stim:red & black checkerboard;size.in:19;dist.from.child.in:NA;side.degrees:NA;CF.longest.first:first;CF.window.size:4;CF.min.hab:NA;CF.max.hab:28;CF.contrast:same-switch;CF.ntest:2;CF.testDetails:counterbalanced for order of same-switch;CHT.responsetimeout:NA;CHT.criterion:NA;CHT.criterionByChance:NA;CHT.maximum.trials:NA;CHT.Max.nb.visits:NA;","proportion.infants.passed: NA; partial.eta.squared: NA; d: NA","no",NA,158,"Phonemic discrimination","eye-tracking: habituation",312.4134,28
"Mazuka2013","Mazuka, R., Hasegawa, M., & Tsuji, S. (2013). Development of non-native vowel discrimination: Improvement without exposure. Developmental Psychobiology, 56(2), 192-209.","Mazuka, Hasegawa, & Tsuji (2013)","st","E2",NA,"eye-tracking","habituation","central fixation","lookingTime",0,"no","Japanese","standard",NA,NA,28,NA,312.4134,NA,NA,NA,1,3.1,3.94,NA,NA,0.2781538332,0.1730694305,0.6,30.42,NA,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,13,NA,"fussiness, eq error, exp error, parental interference, infant behavior","nonnative","bo:k-bu:k","bo:k-bu:k","German",0,0,1,0,0,0,0,"comments_F: mean over 10 tokens; F1/F2/F3.1: F1 390/F2 720; F1/F2/F3.2: F1 470/F2 750; min.f0: NA; average.f0: 245; max.f0: NA; range.f0: NA; pitch.contour: flat; other: NA; voice: female; IDS: yes; naturalness: natural; ISI: 1500; SOA: NA; ambient.noise: NA; snr: NA; differ.in: ",390,720,470,750,660,630,NA,NA,NA,NA,NA,"",0,"","","fam.length:NA;habituation.criterion:35;proportion.same.change:0.5;max.trial.duration:15000;nb.tokens.trial:10;visual.stim:red & black checkerboard;size.in:19;dist.from.child.in:NA;side.degrees:NA;CF.longest.first:first;CF.window.size:4;CF.min.hab:NA;CF.max.hab:28;CF.contrast:same-switch;CF.ntest:2;CF.testDetails:counterbalanced for order of same-switch;CHT.responsetimeout:NA;CHT.criterion:NA;CHT.criterionByChance:NA;CHT.maximum.trials:NA;CHT.Max.nb.visits:NA;","proportion.infants.passed: NA; partial.eta.squared: NA; d: NA","no",NA,158,"Phonemic discrimination","eye-tracking: habituation",312.4134,28
"Mazuka2013","Mazuka, R., Hasegawa, M., & Tsuji, S. (2013). Development of non-native vowel discrimination: Improvement without exposure. Developmental Psychobiology, 56(2), 192-209.","Mazuka, Hasegawa, & Tsuji (2013)","st","E3",NA,"eye-tracking","habituation","central fixation","lookingTime",0,"no","Japanese","standard",NA,NA,28,NA,139.3236,NA,NA,NA,1.43,2.14,2.6,NA,NA,0.5921743182,0.2295442077,0.35,30.42,NA,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,14,NA,"fussiness, eq error, exp error, parental interference, infant behavior","nonnative","bu:k-by:k","bu:k-by:k","German",0,2,0,0,0,0,0,"comments_F: mean over 10 tokens; F1/F2/F3.1: F1 390/F2 720; F1/F2/F3.2: F1 350/F2 1870; min.f0: NA; average.f0: 244.5; max.f0: NA; range.f0: NA; pitch.contour: flat; other: NA; voice: female; IDS: yes; naturalness: natural; ISI: 1500; SOA: NA; ambient.noise: NA; snr: NA; differ.in: ",390,720,350,1870,660,656,NA,NA,NA,NA,NA,"",0,"","","fam.length:NA;habituation.criterion:35;proportion.same.change:0.5;max.trial.duration:15000;nb.tokens.trial:10;visual.stim:red & black checkerboard;size.in:19;dist.from.child.in:NA;side.degrees:NA;CF.longest.first:first;CF.window.size:4;CF.min.hab:NA;CF.max.hab:28;CF.contrast:same-switch;CF.ntest:2;CF.testDetails:counterbalanced for order of same-switch;CHT.responsetimeout:NA;CHT.criterion:NA;CHT.criterionByChance:NA;CHT.maximum.trials:NA;CHT.Max.nb.visits:NA;","proportion.infants.passed: NA; partial.eta.squared: NA; d: NA","no",NA,159,"Phonemic discrimination","eye-tracking: habituation",139.3236,28
"Mazuka2013","Mazuka, R., Hasegawa, M., & Tsuji, S. (2013). Development of non-native vowel discrimination: Improvement without exposure. Developmental Psychobiology, 56(2), 192-209.","Mazuka, Hasegawa, & Tsuji (2013)","st","E3",NA,"eye-tracking","habituation","central fixation","lookingTime",0,"no","Japanese","standard",NA,NA,28,NA,139.3236,NA,NA,NA,0.74,1.93,2.98,NA,NA,0.2906481249,0.1834430786,0.55,30.42,NA,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,14,NA,"fussiness, eq error, exp error, parental interference, infant behavior","nonnative","by:k-bu:k","by:k-bu:k","German",0,2,0,0,0,0,0,"comments_F: mean over 10 tokens; F1/F2/F3.1: F1 390/F2 720; F1/F2/F3.2: F1 350/F2 1870; min.f0: NA; average.f0: 244.5; max.f0: NA; range.f0: NA; pitch.contour: flat; other: NA; voice: female; IDS: yes; naturalness: natural; ISI: 1500; SOA: NA; ambient.noise: NA; snr: NA; differ.in: ",390,720,350,1870,660,656,NA,NA,NA,NA,NA,"",0,"","","fam.length:NA;habituation.criterion:35;proportion.same.change:0.5;max.trial.duration:15000;nb.tokens.trial:10;visual.stim:red & black checkerboard;size.in:19;dist.from.child.in:NA;side.degrees:NA;CF.longest.first:first;CF.window.size:4;CF.min.hab:NA;CF.max.hab:28;CF.contrast:same-switch;CF.ntest:2;CF.testDetails:counterbalanced for order of same-switch;CHT.responsetimeout:NA;CHT.criterion:NA;CHT.criterionByChance:NA;CHT.maximum.trials:NA;CHT.Max.nb.visits:NA;","proportion.infants.passed: NA; partial.eta.squared: NA; d: NA","no",NA,159,"Phonemic discrimination","eye-tracking: habituation",139.3236,28
"Mazuka2013","Mazuka, R., Hasegawa, M., & Tsuji, S. (2013). Development of non-native vowel discrimination: Improvement without exposure. Developmental Psychobiology, 56(2), 192-209.","Mazuka, Hasegawa, & Tsuji (2013)","st","E3",NA,"eye-tracking","habituation","central fixation","lookingTime",0,"no","Japanese","standard",NA,NA,30,NA,304.2,NA,NA,NA,0.76,2.88,3.75,NA,NA,0.2243601208,0.1617785247,0.62,27.378,NA,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,NA,"fussiness, eq error, exp error, parental interference, infant behavior","nonnative","bu:k-by:k","bu:k-by:k","German",0,2,0,0,0,0,0,"comments_F: mean over 10 tokens; F1/F2/F3.1: F1 390/F2 720; F1/F2/F3.2: F1 350/F2 1870; min.f0: NA; average.f0: 244.5; max.f0: NA; range.f0: NA; pitch.contour: flat; other: NA; voice: female; IDS: yes; naturalness: natural; ISI: 1500; SOA: NA; ambient.noise: NA; snr: NA; differ.in: ",390,720,350,1870,660,656,NA,NA,NA,NA,NA,"",0,"","","fam.length:NA;habituation.criterion:35;proportion.same.change:0.5;max.trial.duration:15000;nb.tokens.trial:10;visual.stim:red & black checkerboard;size.in:19;dist.from.child.in:NA;side.degrees:NA;CF.longest.first:first;CF.window.size:4;CF.min.hab:NA;CF.max.hab:28;CF.contrast:same-switch;CF.ntest:2;CF.testDetails:counterbalanced for order of same-switch;CHT.responsetimeout:NA;CHT.criterion:NA;CHT.criterionByChance:NA;CHT.maximum.trials:NA;CHT.Max.nb.visits:NA;","proportion.infants.passed: NA; partial.eta.squared: NA; d: NA","no",NA,160,"Phonemic discrimination","eye-tracking: habituation",304.2,30
"Mazuka2013","Mazuka, R., Hasegawa, M., & Tsuji, S. (2013). Development of non-native vowel discrimination: Improvement without exposure. Developmental Psychobiology, 56(2), 192-209.","Mazuka, Hasegawa, & Tsuji (2013)","st","E3",NA,"eye-tracking","habituation","central fixation","lookingTime",0,"no","Japanese","standard",NA,NA,30,NA,304.2,NA,NA,NA,0.55,3.92,3.37,NA,NA,0.148509936,0.1958764577,0.43,27.378,NA,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,NA,"fussiness, eq error, exp error, parental interference, infant behavior","nonnative","by:k-bu:k","by:k-bu:k","German",0,2,0,0,0,0,0,"comments_F: mean over 10 tokens; F1/F2/F3.1: F1 390/F2 720; F1/F2/F3.2: F1 350/F2 1870; min.f0: NA; average.f0: 244.5; max.f0: NA; range.f0: NA; pitch.contour: flat; other: NA; voice: female; IDS: yes; naturalness: natural; ISI: 1500; SOA: NA; ambient.noise: NA; snr: NA; differ.in: ",390,720,350,1870,660,656,NA,NA,NA,NA,NA,"",0,"","","fam.length:NA;habituation.criterion:35;proportion.same.change:0.5;max.trial.duration:15000;nb.tokens.trial:10;visual.stim:red & black checkerboard;size.in:19;dist.from.child.in:NA;side.degrees:NA;CF.longest.first:first;CF.window.size:4;CF.min.hab:NA;CF.max.hab:28;CF.contrast:same-switch;CF.ntest:2;CF.testDetails:counterbalanced for order of same-switch;CHT.responsetimeout:NA;CHT.criterion:NA;CHT.criterionByChance:NA;CHT.maximum.trials:NA;CHT.Max.nb.visits:NA;","proportion.infants.passed: NA; partial.eta.squared: NA; d: NA","no",NA,160,"Phonemic discrimination","eye-tracking: habituation",304.2,30
